fight_name,fighter_1_name,fighter_2_name,fighter_1_strength,fighter_2_strength,strength_diff,strength_advantage,fighter_1_travel_speed,fighter_2_travel_speed,travel_speed_diff,travel_speed_advantage,fighter_1_agility,fighter_2_agility,agility_diff,agility_advantage,fighter_1_reaction_speed,fighter_2_reaction_speed,reaction_speed_diff,reaction_speed_advantage,fighter_1_offense,fighter_2_offense,offense_diff,offense_advantage,fighter_1_defense,fighter_2_defense,defense_diff,defense_advantage,fighter_1_endurance,fighter_2_endurance,endurance_diff,endurance_advantage,fighter_1_durability,fighter_2_durability,durability_diff,durability_advantage,fighter_1_stamina,fighter_2_stamina,stamina_diff,stamina_advantage,fighter_1_intelligence,fighter_2_intelligence,intelligence_diff,intelligence_advantage,fighter_1_battle_iq,fighter_2_battle_iq,battle_iq_diff,battle_iq_advantage,fighter_1_combat_skills,fighter_2_combat_skills,combat_skills_diff,combat_skills_advantage,fighter_1_weapon_proficiency,fighter_2_weapon_proficiency,weapon_proficiency_diff,weapon_proficiency_advantage,fighter_1_armament_haki,fighter_2_armament_haki,armament_haki_diff,armament_haki_advantage,fighter_1_observation_haki,fighter_2_observation_haki,observation_haki_diff,observation_haki_advantage,fighter_1_conqueror_haki,fighter_2_conqueror_haki,conqueror_haki_diff,conqueror_haki_advantage,fighter_1_devil_fruit,fighter_2_devil_fruit,devil_fruit_diff,devil_fruit_advantage,fighter_1_mentality,fighter_2_mentality,mentality_diff,mentality_advantage,fighter_1_experience,fighter_2_experience,experience_diff,experience_advantage,fighter_1_points,fighter_2_points,outcome
Smoker vs Kin'emon,Smoker,Kin'emon,7.0,6.5,0.5,1,6.5,5.5,1.0,1,6.5,6.5,0.0,0,7.0,6.5,0.5,1,7.0,7.0,0.0,0,6.5,6.0,0.5,1,7.0,6.5,0.5,1,7.0,6.0,1.0,1,7.0,6.5,0.5,1,7.0,6.0,1.0,1,7.5,7.5,0.0,0,7.5,7.5,0.0,0,7.5,8.0,-0.5,0,6.5,6.5,0.0,0,7.0,5.0,2.0,1,0.0,0.0,0.0,0,8.0,7.0,1.0,1,8.0,8.0,0.0,0,8.5,7.5,1.0,1,18,8,victory
Smoker vs Zeff,Smoker,Zeff,7.0,6.5,0.5,1,6.5,5.5,1.0,1,6.5,4.5,2.0,1,7.0,6.5,0.5,1,7.0,6.0,1.0,1,6.5,6.0,0.5,1,7.0,7.5,-0.5,0,7.0,7.0,0.0,0,7.0,6.5,0.5,1,7.0,7.5,-0.5,0,7.5,7.5,0.0,0,7.5,7.5,0.0,0,7.5,4.0,3.5,1,6.5,4.5,2.0,1,7.0,4.5,2.5,1,0.0,0.0,0.0,0,8.0,1.0,7.0,1,8.0,8.5,-0.5,0,8.5,9.0,-0.5,0,15,8,victory
Smoker vs Vista,Smoker,Vista,7.0,8.0,-1.0,0,6.5,6.5,0.0,0,6.5,7.5,-1.0,0,7.0,8.5,-1.5,0,7.0,8.0,-1.0,0,6.5,7.5,-1.0,0,7.0,7.5,-0.5,0,7.0,7.5,-0.5,0,7.0,8.0,-1.0,0,7.0,7.0,0.0,0,7.5,8.0,-0.5,0,7.5,9.0,-1.5,0,7.5,9.5,-2.0,0,6.5,8.0,-1.5,0,7.0,7.0,0.0,0,0.0,0.0,0.0,0,8.0,1.0,7.0,1,8.0,7.5,0.5,1,8.5,9.0,-0.5,0,6,17,loss
Smoker vs Charlotte Perospero,Smoker,Charlotte Perospero,7.0,7.0,0.0,0,6.5,6.0,0.5,1,6.5,5.0,1.5,1,7.0,6.5,0.5,1,7.0,8.0,-1.0,0,6.5,7.0,-0.5,0,7.0,7.0,0.0,0,7.0,7.0,0.0,0,7.0,7.0,0.0,0,7.0,7.5,-0.5,0,7.5,7.5,0.0,0,7.5,7.0,0.5,1,7.5,5.5,2.0,1,6.5,7.0,-0.5,0,7.0,6.0,1.0,1,0.0,0.0,0.0,0,8.0,9.0,-1.0,0,8.0,7.5,0.5,1,8.5,8.0,0.5,1,14,11,victory
Smoker vs Kawamatsu,Smoker,Kawamatsu,7.0,7.5,-0.5,0,6.5,6.0,0.5,1,6.5,7.0,-0.5,0,7.0,7.0,0.0,0,7.0,8.0,-1.0,0,6.5,7.0,-0.5,0,7.0,8.5,-1.5,0,7.0,7.5,-0.5,0,7.0,8.5,-1.5,0,7.0,6.5,0.5,1,7.5,7.5,0.0,0,7.5,8.5,-1.0,0,7.5,8.0,-0.5,0,6.5,6.5,0.0,0,7.0,6.0,1.0,1,0.0,0.0,0.0,0,8.0,1.0,7.0,1,8.0,9.0,-1.0,0,8.5,8.5,0.0,0,9,15,loss
Smoker vs Pandaman,Smoker,Pandaman,7.0,3.5,3.5,1,6.5,4.0,2.5,1,6.5,4.5,2.0,1,7.0,5.0,2.0,1,7.0,3.0,4.0,1,6.5,3.5,3.0,1,7.0,6.0,1.0,1,7.0,4.5,2.5,1,7.0,6.5,0.5,1,7.0,5.5,1.5,1,7.5,2.5,5.0,1,7.5,2.5,5.0,1,7.5,2.5,5.0,1,6.5,1.0,5.5,1,7.0,5.0,2.0,1,0.0,0.0,0.0,0,8.0,1.0,7.0,1,8.0,7.5,0.5,1,8.5,8.5,0.0,0,19,2,victory
Smoker vs Bartholomew Kuma,Smoker,Bartholomew Kuma,7.0,9.5,-2.5,0,6.5,10.0,-3.5,0,6.5,7.5,-1.0,0,7.0,9.0,-2.0,0,7.0,9.5,-2.5,0,6.5,8.5,-2.0,0,7.0,9.0,-2.0,0,7.0,9.5,-2.5,0,7.0,9.5,-2.5,0,7.0,8.5,-1.5,0,7.5,9.0,-1.5,0,7.5,8.0,-0.5,0,7.5,4.0,3.5,1,6.5,8.0,-1.5,0,7.0,8.0,-1.0,0,0.0,0.0,0.0,0,8.0,10.0,-2.0,0,8.0,7.5,0.5,1,8.5,9.5,-1.0,0,3,17,loss
Smoker vs Charlotte Cracker,Smoker,Charlotte Cracker,7.0,8.5,-1.5,0,6.5,7.0,-0.5,0,6.5,7.0,-0.5,0,7.0,7.5,-0.5,0,7.0,9.0,-2.0,0,6.5,9.0,-2.5,0,7.0,7.0,0.0,0,7.0,8.0,-1.0,0,7.0,8.0,-1.0,0,7.0,7.5,-0.5,0,7.5,8.5,-1.0,0,7.5,8.0,-0.5,0,7.5,8.0,-0.5,0,6.5,8.5,-2.0,0,7.0,7.5,-0.5,0,0.0,0.0,0.0,0,8.0,9.0,-1.0,0,8.0,7.5,0.5,1,8.5,8.5,0.0,0,4,18,loss
Smoker vs Chouchou,Smoker,Chouchou,7.0,1.5,5.5,1,6.5,2.0,4.5,1,6.5,3.0,3.5,1,7.0,3.0,4.0,1,7.0,1.5,5.5,1,6.5,2.0,4.5,1,7.0,4.0,3.0,1,7.0,2.5,4.5,1,7.0,3.5,3.5,1,7.0,3.0,4.0,1,7.5,2.0,5.5,1,7.5,1.5,6.0,1,7.5,1.0,6.5,1,6.5,1.0,5.5,1,7.0,1.0,6.0,1,0.0,0.0,0.0,0,8.0,1.0,7.0,1,8.0,8.0,0.0,0,8.5,2.0,6.5,1,19,2,victory
Franky vs Gol D. Roger,Franky,Gol D. Roger,8.0,10.0,-2.0,0,6.5,9.5,-3.0,0,6.5,8.5,-2.0,0,6.5,10.0,-3.5,0,8.0,10.0,-2.0,0,7.5,8.5,-1.0,0,8.5,10.0,-1.5,0,9.0,10.0,-1.0,0,7.5,10.0,-2.5,0,8.0,8.5,-0.5,0,7.5,10.0,-2.5,0,7.5,10.0,-2.5,0,9.0,10.0,-1.0,0,2.0,10.0,-8.0,0,1.0,9.5,-8.5,0,0.0,1.0,-1.0,0,0.5,1.0,-0.5,0,8.5,10.0,-1.5,0,8.0,10.0,-2.0,0,0,19,loss
Franky vs Dracule Mihawk,Franky,Dracule Mihawk,8.0,10.0,-2.0,0,6.5,7.5,-1.0,0,6.5,8.0,-1.5,0,6.5,10.0,-3.5,0,8.0,10.0,-2.0,0,7.5,9.0,-1.5,0,8.5,8.5,0.0,0,9.0,8.5,0.5,1,7.5,9.5,-2.0,0,8.0,8.0,0.0,0,7.5,10.0,-2.5,0,7.5,10.0,-2.5,0,9.0,10.0,-1.0,0,2.0,9.5,-7.5,0,1.0,9.5,-8.5,0,0.0,0.0,0.0,0,0.5,1.0,-0.5,0,8.5,9.5,-1.0,0,8.0,10.0,-2.0,0,4,18,loss
Franky vs Edward Newgate,Franky,Edward Newgate,8.0,10.0,-2.0,0,6.5,6.0,0.5,1,6.5,5.0,1.5,1,6.5,7.5,-1.0,0,8.0,10.0,-2.0,0,7.5,9.0,-1.5,0,8.5,10.0,-1.5,0,9.0,10.0,-1.0,0,7.5,8.5,-1.0,0,8.0,7.5,0.5,1,7.5,9.0,-1.5,0,7.5,10.0,-2.5,0,9.0,10.0,-1.0,0,2.0,10.0,-8.0,0,1.0,8.0,-7.0,0,0.0,1.0,-1.0,0,0.5,10.0,-9.5,0,8.5,9.5,-1.0,0,8.0,10.0,-2.0,0,3,16,loss
Franky vs Going Merry,Franky,Going Merry,8.0,3.0,5.0,1,6.5,6.5,0.0,0,6.5,5.0,1.5,1,6.5,3.5,3.0,1,8.0,1.5,6.5,1,7.5,3.5,4.0,1,8.5,6.5,2.0,1,9.0,5.0,4.0,1,7.5,6.5,1.0,1,8.0,4.0,4.0,1,7.5,3.5,4.0,1,7.5,1.5,6.0,1,9.0,2.0,7.0,1,2.0,1.0,1.0,1,1.0,1.5,-0.5,0,0.0,0.0,0.0,0,0.5,1.0,-0.5,0,8.5,5.5,3.0,1,8.0,7.5,0.5,1,17,4,victory
Franky vs Silvers Rayleigh,Franky,Silvers Rayleigh,8.0,9.5,-1.5,0,6.5,7.0,-0.5,0,6.5,9.0,-2.5,0,6.5,10.0,-3.5,0,8.0,9.5,-1.5,0,7.5,9.0,-1.5,0,8.5,9.0,-0.5,0,9.0,8.5,0.5,1,7.5,8.5,-1.0,0,8.0,9.0,-1.0,0,7.5,10.0,-2.5,0,7.5,10.0,-2.5,0,9.0,9.5,-0.5,0,2.0,10.0,-8.0,0,1.0,10.0,-9.0,0,0.0,1.0,-1.0,0,0.5,1.0,-0.5,0,8.5,10.0,-1.5,0,8.0,10.0,-2.0,0,1,18,loss
Franky vs Buggy,Franky,Buggy,8.0,3.5,4.5,1,6.5,5.0,1.5,1,6.5,6.0,0.5,1,6.5,5.0,1.5,1,8.0,5.5,2.5,1,7.5,6.5,1.0,1,8.5,5.0,3.5,1,9.0,6.0,3.0,1,7.5,6.0,1.5,1,8.0,6.0,2.0,1,7.5,6.5,1.0,1,7.5,4.5,3.0,1,9.0,5.5,3.5,1,2.0,1.0,1.0,1,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0.5,8.0,-7.5,0,8.5,5.5,3.0,1,8.0,7.5,0.5,1,18,3,victory
Franky vs Enel,Franky,Enel,8.0,7.0,1.0,1,6.5,9.5,-3.0,0,6.5,7.5,-1.0,0,6.5,9.0,-2.5,0,8.0,9.5,-1.5,0,7.5,6.5,1.0,1,8.5,6.5,2.0,1,9.0,6.0,3.0,1,7.5,8.0,-0.5,0,8.0,7.5,0.5,1,7.5,7.0,0.5,1,7.5,7.0,0.5,1,9.0,6.5,2.5,1,2.0,1.0,1.0,1,1.0,10.0,-9.0,0,0.0,0.0,0.0,0,0.5,10.0,-9.5,0,8.5,5.5,3.0,1,8.0,6.0,2.0,1,12,8,victory
Franky vs Kuzan,Franky,Kuzan,8.0,9.0,-1.0,0,6.5,8.5,-2.0,0,6.5,8.0,-1.5,0,6.5,8.5,-2.0,0,8.0,9.5,-1.5,0,7.5,8.5,-1.0,0,8.5,9.5,-1.0,0,9.0,9.0,0.0,0,7.5,9.5,-2.0,0,8.0,8.5,-0.5,0,7.5,9.5,-2.0,0,7.5,9.5,-2.0,0,9.0,6.5,2.5,1,2.0,8.5,-6.5,0,1.0,8.5,-7.5,0,0.0,0.0,0.0,0,0.5,10.0,-9.5,0,8.5,8.5,0.0,0,8.0,9.5,-1.5,0,4,18,loss
Franky vs Woop Slap,Franky,Woop Slap,8.0,1.0,7.0,1,6.5,2.0,4.5,1,6.5,1.0,5.5,1,6.5,1.5,5.0,1,8.0,1.0,7.0,1,7.5,1.0,6.5,1,8.5,2.0,6.5,1,9.0,2.0,7.0,1,7.5,2.5,5.0,1,8.0,5.5,2.5,1,7.5,1.0,6.5,1,7.5,1.0,6.5,1,9.0,1.0,8.0,1,2.0,1.0,1.0,1,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0.5,1.0,-0.5,0,8.5,6.0,2.5,1,8.0,4.0,4.0,1,18,3,victory
Franky vs Tashigi,Franky,Tashigi,8.0,4.0,4.0,1,6.5,4.5,2.0,1,6.5,5.5,1.0,1,6.5,6.0,0.5,1,8.0,5.0,3.0,1,7.5,4.5,3.0,1,8.5,5.0,3.5,1,9.0,4.5,4.5,1,7.5,5.5,2.0,1,8.0,7.0,1.0,1,7.5,6.0,1.5,1,7.5,6.5,1.0,1,9.0,7.5,1.5,1,2.0,5.0,-3.0,0,1.0,4.0,-3.0,0,0.0,0.0,0.0,0,0.5,1.0,-0.5,0,8.5,7.0,1.5,1,8.0,6.0,2.0,1,16,4,victory
Franky vs Vinsmoke Reiju,Franky,Vinsmoke Reiju,8.0,6.5,1.5,1,6.5,7.0,-0.5,0,6.5,7.5,-1.0,0,6.5,7.0,-0.5,0,8.0,7.0,1.0,1,7.5,6.5,1.0,1,8.5,7.0,1.5,1,9.0,6.5,2.5,1,7.5,6.5,1.0,1,8.0,8.0,0.0,0,7.5,7.5,0.0,0,7.5,7.5,0.0,0,9.0,4.5,4.5,1,2.0,3.0,-1.0,0,1.0,3.0,-2.0,0,0.0,0.0,0.0,0,0.5,1.0,-0.5,0,8.5,8.5,0.0,0,8.0,7.0,1.0,1,13,11,victory
Franky vs Bartolomeo,Franky,Bartolomeo,8.0,6.0,2.0,1,6.5,4.0,2.5,1,6.5,5.0,1.5,1,6.5,5.5,1.0,1,8.0,7.0,1.0,1,7.5,9.5,-2.0,0,8.5,7.0,1.5,1,9.0,6.5,2.5,1,7.5,7.0,0.5,1,8.0,5.5,2.5,1,7.5,6.5,1.0,1,7.5,6.0,1.5,1,9.0,3.0,6.0,1,2.0,2.0,0.0,0,1.0,2.0,-1.0,0,0.0,0.0,0.0,0,0.5,10.0,-9.5,0,8.5,7.5,1.0,1,8.0,6.0,2.0,1,16,5,victory
Franky vs X Drake,Franky,X Drake,8.0,7.5,0.5,1,6.5,6.0,0.5,1,6.5,7.0,-0.5,0,6.5,7.5,-1.0,0,8.0,8.0,0.0,0,7.5,7.0,0.5,1,8.5,7.0,1.5,1,9.0,7.5,1.5,1,7.5,7.0,0.5,1,8.0,8.0,0.0,0,7.5,7.5,0.0,0,7.5,8.0,-0.5,0,9.0,7.0,2.0,1,2.0,7.0,-5.0,0,1.0,6.5,-5.5,0,0.0,0.0,0.0,0,0.5,8.0,-7.5,0,8.5,7.0,1.5,1,8.0,8.0,0.0,0,13,11,victory
Franky vs Koby,Franky,Koby,8.0,6.0,2.0,1,6.5,5.5,1.0,1,6.5,6.5,0.0,0,6.5,7.0,-0.5,0,8.0,6.5,1.5,1,7.5,5.0,2.5,1,8.5,6.5,2.0,1,9.0,6.0,3.0,1,7.5,7.5,0.0,0,8.0,7.5,0.5,1,7.5,7.0,0.5,1,7.5,6.5,1.0,1,9.0,3.5,5.5,1,2.0,7.0,-5.0,0,1.0,8.5,-7.5,0,0.0,0.0,0.0,0,0.5,1.0,-0.5,0,8.5,8.5,0.0,0,8.0,6.0,2.0,1,15,8,victory
Franky vs Rob Lucci,Franky,Rob Lucci,8.0,9.0,-1.0,0,6.5,8.0,-1.5,0,6.5,9.0,-2.5,0,6.5,8.5,-2.0,0,8.0,9.0,-1.0,0,7.5,7.5,0.0,0,8.5,8.5,0.0,0,9.0,8.0,1.0,1,7.5,9.0,-1.5,0,8.0,8.0,0.0,0,7.5,8.5,-1.0,0,7.5,9.5,-2.0,0,9.0,4.0,5.0,1,2.0,7.5,-5.5,0,1.0,7.5,-6.5,0,0.0,0.0,0.0,0,0.5,8.0,-7.5,0,8.5,8.5,0.0,0,8.0,8.5,-0.5,0,7,17,loss
Franky vs Monkey D. Garp,Franky,Monkey D. Garp,8.0,10.0,-2.0,0,6.5,8.5,-2.0,0,6.5,9.0,-2.5,0,6.5,10.0,-3.5,0,8.0,10.0,-2.0,0,7.5,8.5,-1.0,0,8.5,10.0,-1.5,0,9.0,9.0,0.0,0,7.5,9.5,-2.0,0,8.0,7.5,0.5,1,7.5,9.5,-2.0,0,7.5,10.0,-2.5,0,9.0,5.0,4.0,1,2.0,10.0,-8.0,0,1.0,9.0,-8.0,0,0.0,1.0,-1.0,0,0.5,0.5,0.0,0,8.5,9.5,-1.0,0,8.0,10.0,-2.0,0,4,17,loss
Franky vs Charlotte Pudding,Franky,Charlotte Pudding,8.0,3.5,4.5,1,6.5,4.5,2.0,1,6.5,4.5,2.0,1,6.5,5.0,1.5,1,8.0,5.0,3.0,1,7.5,4.0,3.5,1,8.5,4.5,4.0,1,9.0,4.0,5.0,1,7.5,5.0,2.5,1,8.0,8.0,0.0,0,7.5,6.5,1.0,1,7.5,4.5,3.0,1,9.0,4.5,4.5,1,2.0,1.0,1.0,1,1.0,2.5,-1.5,0,0.0,0.0,0.0,0,0.5,8.0,-7.5,0,8.5,6.0,2.5,1,8.0,6.0,2.0,1,17,4,victory
Franky vs Marshall D. Teach,Franky,Marshall D. Teach,8.0,9.0,-1.0,0,6.5,6.0,0.5,1,6.5,5.5,1.0,1,6.5,7.0,-0.5,0,8.0,9.5,-1.5,0,7.5,7.5,0.0,0,8.5,9.0,-0.5,0,9.0,8.5,0.5,1,7.5,8.0,-0.5,0,8.0,7.5,0.5,1,7.5,8.5,-1.0,0,7.5,8.0,-0.5,0,9.0,6.0,3.0,1,2.0,8.0,-6.0,0,1.0,7.0,-6.0,0,0.0,0.0,0.0,0,0.5,10.0,-9.5,0,8.5,9.0,-0.5,0,8.0,8.5,-0.5,0,7,14,loss
Franky vs Kikuhime,Franky,Kikuhime,8.0,6.0,2.0,1,6.5,6.0,0.5,1,6.5,7.0,-0.5,0,6.5,7.0,-0.5,0,8.0,7.0,1.0,1,7.5,6.0,1.5,1,8.5,7.0,1.5,1,9.0,6.0,3.0,1,7.5,7.0,0.5,1,8.0,7.0,1.0,1,7.5,7.0,0.5,1,7.5,8.0,-0.5,0,9.0,8.0,1.0,1,2.0,6.0,-4.0,0,1.0,6.0,-5.0,0,0.0,0.0,0.0,0,0.5,1.0,-0.5,0,8.5,8.0,0.5,1,8.0,7.0,1.0,1,13,7,victory
Franky vs Izou,Franky,Izou,8.0,6.5,1.5,1,6.5,6.5,0.0,0,6.5,8.0,-1.5,0,6.5,7.5,-1.0,0,8.0,7.5,0.5,1,7.5,5.5,2.0,1,8.5,7.0,1.5,1,9.0,6.5,2.5,1,7.5,7.5,0.0,0,8.0,7.5,0.5,1,7.5,8.0,-0.5,0,7.5,8.0,-0.5,0,9.0,9.0,0.0,0,2.0,6.0,-4.0,0,1.0,6.0,-5.0,0,0.0,0.0,0.0,0,0.5,1.0,-0.5,0,8.5,8.0,0.5,1,8.0,8.5,-0.5,0,11,12,loss
Franky vs Kouzuki Hiyori,Franky,Kouzuki Hiyori,8.0,2.5,5.5,1,6.5,4.0,2.5,1,6.5,3.5,3.0,1,6.5,4.0,2.5,1,8.0,3.0,5.0,1,7.5,4.0,3.5,1,8.5,5.0,3.5,1,9.0,3.5,5.5,1,7.5,5.0,2.5,1,8.0,7.0,1.0,1,7.5,3.5,4.0,1,7.5,2.5,5.0,1,9.0,3.0,6.0,1,2.0,1.0,1.0,1,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0.5,1.0,-0.5,0,8.5,7.5,1.0,1,8.0,6.0,2.0,1,18,3,victory
Franky vs Shirahoshi,Franky,Shirahoshi,8.0,1.0,7.0,1,6.5,1.5,5.0,1,6.5,1.0,5.5,1,6.5,2.5,4.0,1,8.0,4.5,3.5,1,7.5,1.0,6.5,1,8.5,2.5,6.0,1,9.0,1.5,7.5,1,7.5,2.5,5.0,1,8.0,5.0,3.0,1,7.5,1.5,6.0,1,7.5,1.0,6.5,1,9.0,1.0,8.0,1,2.0,1.0,1.0,1,1.0,5.5,-4.5,0,0.0,0.0,0.0,0,0.5,4.5,-4.0,0,8.5,5.5,3.0,1,8.0,1.5,6.5,1,17,3,victory
Franky vs Pell,Franky,Pell,8.0,6.5,1.5,1,6.5,7.0,-0.5,0,6.5,8.0,-1.5,0,6.5,6.5,0.0,0,8.0,6.0,2.0,1,7.5,5.0,2.5,1,8.5,7.5,1.0,1,9.0,8.0,1.0,1,7.5,6.5,1.0,1,8.0,6.0,2.0,1,7.5,6.5,1.0,1,7.5,6.5,1.0,1,9.0,5.0,4.0,1,2.0,1.5,0.5,1,1.0,1.5,-0.5,0,0.0,0.0,0.0,0,0.5,7.5,-7.0,0,8.5,7.5,1.0,1,8.0,6.5,1.5,1,15,6,victory
Franky vs Issho,Franky,Issho,8.0,9.0,-1.0,0,6.5,7.0,-0.5,0,6.5,6.5,0.0,0,6.5,8.5,-2.0,0,8.0,9.0,-1.0,0,7.5,8.5,-1.0,0,8.5,8.5,0.0,0,9.0,8.5,0.5,1,7.5,9.0,-1.5,0,8.0,8.0,0.0,0,7.5,9.0,-1.5,0,7.5,9.0,-1.5,0,9.0,9.0,0.0,0,2.0,9.0,-7.0,0,1.0,10.0,-9.0,0,0.0,0.0,0.0,0,0.5,9.0,-8.5,0,8.5,9.0,-0.5,0,8.0,9.5,-1.5,0,6,18,loss
Franky vs Sakazuki,Franky,Sakazuki,8.0,9.5,-1.5,0,6.5,7.5,-1.0,0,6.5,7.0,-0.5,0,6.5,8.5,-2.0,0,8.0,10.0,-2.0,0,7.5,8.5,-1.0,0,8.5,9.5,-1.0,0,9.0,9.5,-0.5,0,7.5,9.5,-2.0,0,8.0,7.0,1.0,1,7.5,9.0,-1.5,0,7.5,9.5,-2.0,0,9.0,4.5,4.5,1,2.0,9.5,-7.5,0,1.0,8.5,-7.5,0,0.0,0.0,0.0,0,0.5,10.0,-9.5,0,8.5,9.0,-0.5,0,8.0,9.5,-1.5,0,3,17,loss
Franky vs Kurozumi Tama,Franky,Kurozumi Tama,8.0,2.0,6.0,1,6.5,3.0,3.5,1,6.5,4.0,2.5,1,6.5,3.0,3.5,1,8.0,3.5,4.5,1,7.5,2.5,5.0,1,8.5,4.0,4.5,1,9.0,3.0,6.0,1,7.5,4.0,3.5,1,8.0,5.5,2.5,1,7.5,4.0,3.5,1,7.5,1.5,6.0,1,9.0,1.5,7.5,1,2.0,1.0,1.0,1,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0.5,7.5,-7.0,0,8.5,6.5,2.0,1,8.0,3.0,5.0,1,18,3,victory
Franky vs Killer,Franky,Killer,8.0,7.0,1.0,1,6.5,6.5,0.0,0,6.5,7.5,-1.0,0,6.5,7.5,-1.0,0,8.0,8.0,0.0,0,7.5,6.0,1.5,1,8.5,7.0,1.5,1,9.0,6.5,2.5,1,7.5,7.0,0.5,1,8.0,7.0,1.0,1,7.5,8.0,-0.5,0,7.5,8.0,-0.5,0,9.0,9.0,0.0,0,2.0,7.0,-5.0,0,1.0,6.0,-5.0,0,0.0,0.0,0.0,0,0.5,1.0,-0.5,0,8.5,7.5,1.0,1,8.0,8.0,0.0,0,12,12,draw
Franky vs Ulti,Franky,Ulti,8.0,8.0,0.0,0,6.5,6.5,0.0,0,6.5,6.0,0.5,1,6.5,7.5,-1.0,0,8.0,7.5,0.5,1,7.5,7.5,0.0,0,8.5,8.0,0.5,1,9.0,8.5,0.5,1,7.5,7.5,0.0,0,8.0,5.5,2.5,1,7.5,6.5,1.0,1,7.5,7.5,0.0,0,9.0,4.0,5.0,1,2.0,7.0,-5.0,0,1.0,5.5,-4.5,0,0.0,0.0,0.0,0,0.5,8.0,-7.5,0,8.5,7.0,1.5,1,8.0,6.5,1.5,1,15,10,victory
Franky vs Benn Beckman,Franky,Benn Beckman,8.0,8.5,-0.5,0,6.5,7.0,-0.5,0,6.5,7.5,-1.0,0,6.5,9.0,-2.5,0,8.0,9.0,-1.0,0,7.5,7.5,0.0,0,8.5,8.5,0.0,0,9.0,8.0,1.0,1,7.5,9.0,-1.5,0,8.0,10.0,-2.0,0,7.5,9.5,-2.0,0,7.5,9.0,-1.5,0,9.0,10.0,-1.0,0,2.0,9.0,-7.0,0,1.0,9.0,-8.0,0,0.0,0.0,0.0,0,0.5,1.0,-0.5,0,8.5,9.5,-1.0,0,8.0,10.0,-2.0,0,4,18,loss
Franky vs Koala,Franky,Koala,8.0,6.0,2.0,1,6.5,6.0,0.5,1,6.5,7.5,-1.0,0,6.5,7.0,-0.5,0,8.0,6.5,1.5,1,7.5,5.5,2.0,1,8.5,6.0,2.5,1,9.0,5.5,3.5,1,7.5,6.5,1.0,1,8.0,7.5,0.5,1,7.5,7.0,0.5,1,7.5,7.5,0.0,0,9.0,4.5,4.5,1,2.0,5.0,-3.0,0,1.0,5.0,-4.0,0,0.0,0.0,0.0,0,0.5,1.0,-0.5,0,8.5,8.5,0.0,0,8.0,7.0,1.0,1,14,8,victory
Franky vs Borsalino,Franky,Borsalino,8.0,8.0,0.0,0,6.5,10.0,-3.5,0,6.5,8.5,-2.0,0,6.5,10.0,-3.5,0,8.0,9.5,-1.5,0,7.5,7.5,0.0,0,8.5,8.0,0.5,1,9.0,7.5,1.5,1,7.5,8.0,-0.5,0,8.0,8.0,0.0,0,7.5,8.5,-1.0,0,7.5,9.0,-1.5,0,9.0,6.5,2.5,1,2.0,9.0,-7.0,0,1.0,9.0,-8.0,0,0.0,0.0,0.0,0,0.5,10.0,-9.5,0,8.5,6.5,2.0,1,8.0,9.5,-1.5,0,8,15,loss
Franky vs Gaimon,Franky,Gaimon,8.0,1.0,7.0,1,6.5,1.0,5.5,1,6.5,1.0,5.5,1,6.5,1.5,5.0,1,8.0,1.0,7.0,1,7.5,1.5,6.0,1,8.5,4.0,4.5,1,9.0,2.0,7.0,1,7.5,3.5,4.0,1,8.0,5.5,2.5,1,7.5,1.5,6.0,1,7.5,1.0,6.5,1,9.0,1.0,8.0,1,2.0,1.0,1.0,1,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0.5,1.0,-0.5,0,8.5,7.5,1.0,1,8.0,5.5,2.5,1,18,3,victory
Franky vs Pedro,Franky,Pedro,8.0,7.5,0.5,1,6.5,7.0,-0.5,0,6.5,8.0,-1.5,0,6.5,7.5,-1.0,0,8.0,7.5,0.5,1,7.5,6.5,1.0,1,8.5,7.0,1.5,1,9.0,6.5,2.5,1,7.5,7.0,0.5,1,8.0,7.0,1.0,1,7.5,8.0,-0.5,0,7.5,8.0,-0.5,0,9.0,7.5,1.5,1,2.0,6.5,-4.5,0,1.0,7.5,-6.5,0,0.0,0.0,0.0,0,0.5,1.0,-0.5,0,8.5,8.5,0.0,0,8.0,8.0,0.0,0,11,11,draw
Franky vs Monkey D. Dragon,Franky,Monkey D. Dragon,8.0,8.5,-0.5,0,6.5,8.0,-1.5,0,6.5,7.5,-1.0,0,6.5,8.5,-2.0,0,8.0,9.0,-1.0,0,7.5,8.5,-1.0,0,8.5,9.0,-0.5,0,9.0,8.5,0.5,1,7.5,9.0,-1.5,0,8.0,10.0,-2.0,0,7.5,9.5,-2.0,0,7.5,9.0,-1.5,0,9.0,6.5,2.5,1,2.0,9.0,-7.0,0,1.0,8.0,-7.0,0,0.0,0.0,0.0,0,0.5,9.0,-8.5,0,8.5,10.0,-1.5,0,8.0,10.0,-2.0,0,3,17,loss
