fight_name,fighter_1_reaction_speed,fighter_2_reaction_speed,reaction_speed_diff,reaction_speed_advantage,fighter_1_stamina,fighter_2_stamina,stamina_diff,stamina_advantage,fighter_1_strength,fighter_2_strength,strength_diff,strength_advantage,fighter_1_offense,fighter_2_offense,offense_diff,offense_advantage,fighter_1_defense,fighter_2_defense,defense_diff,defense_advantage,fighter_1_combat_skills,fighter_2_combat_skills,combat_skills_diff,combat_skills_advantage,fighter_1_battle_iq,fighter_2_battle_iq,battle_iq_diff,battle_iq_advantage,fighter_1_armament_haki,fighter_2_armament_haki,armament_haki_diff,armament_haki_advantage,fighter_1_observation_haki,fighter_2_observation_haki,observation_haki_diff,observation_haki_advantage,fighter_1_conqueror_haki,fighter_2_conqueror_haki,conqueror_haki_diff,conqueror_haki_advantage,fighter_1_experience,fighter_2_experience,experience_diff,experience_advantage,outcome
Kouzuki Oden vs Thousand Sunny,8.5,5.0,3.5,1,8.5,7.0,1.5,1,9.5,7.5,2.0,1,9.5,7.0,2.5,1,7.0,7.5,-0.5,0,9.5,6.0,3.5,1,7.5,4.0,3.5,1,9.0,1.0,8.0,1,7.5,1.0,6.5,1,1.0,0.0,1.0,1,9.0,6.5,2.5,1,victory
Kouzuki Oden vs Bepo,8.5,6.0,2.5,1,8.5,6.0,2.5,1,9.5,6.0,3.5,1,9.5,6.0,3.5,1,7.0,5.5,1.5,1,9.5,6.5,3.0,1,7.5,6.0,1.5,1,9.0,3.0,6.0,1,7.5,3.0,4.5,1,1.0,0.0,1.0,1,9.0,6.5,2.5,1,victory
Kouzuki Oden vs Rockstar,8.5,5.5,3.0,1,8.5,6.0,2.5,1,9.5,5.5,4.0,1,9.5,5.5,4.0,1,7.0,5.0,2.0,1,9.5,6.0,3.5,1,7.5,5.5,2.0,1,9.0,6.0,3.0,1,7.5,5.0,2.5,1,1.0,0.0,1.0,1,9.0,6.0,3.0,1,victory
Kouzuki Oden vs Hiriluk,8.5,3.5,5.0,1,8.5,4.5,4.0,1,9.5,2.0,7.5,1,9.5,1.5,8.0,1,7.0,2.5,4.5,1,9.5,1.5,8.0,1,7.5,1.5,6.0,1,9.0,1.0,8.0,1,7.5,1.0,6.5,1,1.0,0.0,1.0,1,9.0,6.0,3.0,1,victory
Kouzuki Oden vs Rebecca,8.5,7.0,1.5,1,8.5,6.5,2.0,1,9.5,4.0,5.5,1,9.5,4.0,5.5,1,7.0,5.0,2.0,1,9.5,6.0,3.5,1,7.5,7.0,0.5,1,9.0,0.0,9.0,1,7.5,1.5,6.0,1,1.0,0.0,1.0,1,9.0,6.0,3.0,1,victory
Kouzuki Oden vs Paulie,8.5,6.0,2.5,1,8.5,7.0,1.5,1,9.5,6.5,3.0,1,9.5,6.0,3.5,1,7.0,6.0,1.0,1,9.5,7.0,2.5,1,7.5,6.5,1.0,1,9.0,1.0,8.0,1,7.5,1.0,6.5,1,1.0,0.0,1.0,1,9.0,7.0,2.0,1,victory
Kouzuki Oden vs Urouge,8.5,6.5,2.0,1,8.5,7.0,1.5,1,9.5,8.0,1.5,1,9.5,8.0,1.5,1,7.0,7.0,0.0,0,9.5,7.0,2.5,1,7.5,7.0,0.5,1,9.0,7.0,2.0,1,7.5,6.0,1.5,1,1.0,0.0,1.0,1,9.0,8.0,1.0,1,victory
Kouzuki Oden vs Namur,8.5,6.5,2.0,1,8.5,7.0,1.5,1,9.5,7.5,2.0,1,9.5,7.5,2.0,1,7.0,6.5,0.5,1,9.5,7.5,2.0,1,7.5,6.5,1.0,1,9.0,4.0,5.0,1,7.5,3.5,4.0,1,1.0,0.0,1.0,1,9.0,6.5,2.5,1,victory
Kouzuki Oden vs Senor Pink,8.5,6.5,2.0,1,8.5,7.5,1.0,1,9.5,7.0,2.5,1,9.5,7.0,2.5,1,7.0,7.0,0.0,0,9.5,7.5,2.0,1,7.5,7.0,0.5,1,9.0,5.5,3.5,1,7.5,4.0,3.5,1,1.0,0.0,1.0,1,9.0,7.5,1.5,1,victory
Kouzuki Oden vs Cavendish,8.5,7.5,1.0,1,8.5,7.0,1.5,1,9.5,7.5,2.0,1,9.5,8.0,1.5,1,7.0,6.5,0.5,1,9.5,8.0,1.5,1,7.5,7.5,0.0,0,9.0,6.0,3.0,1,7.5,6.0,1.5,1,1.0,0.0,1.0,1,9.0,7.5,1.5,1,victory
Kouzuki Oden vs Gecko Moria,8.5,4.5,4.0,1,8.5,6.0,2.5,1,9.5,6.5,3.0,1,9.5,7.5,2.0,1,7.0,5.5,1.5,1,9.5,5.0,4.5,1,7.5,6.0,1.5,1,9.0,1.0,8.0,1,7.5,1.0,6.5,1,1.0,0.0,1.0,1,9.0,8.0,1.0,1,victory
Kouzuki Oden vs Karoo,8.5,4.5,4.0,1,8.5,6.5,2.0,1,9.5,2.0,7.5,1,9.5,1.5,8.0,1,7.0,3.5,3.5,1,9.5,1.5,8.0,1,7.5,2.5,5.0,1,9.0,1.0,8.0,1,7.5,1.0,6.5,1,1.0,0.0,1.0,1,9.0,4.5,4.5,1,victory
Kouzuki Oden vs Monet,8.5,6.0,2.5,1,8.5,6.5,2.0,1,9.5,4.5,5.0,1,9.5,7.0,2.5,1,7.0,6.0,1.0,1,9.5,6.5,3.0,1,7.5,6.5,1.0,1,9.0,1.0,8.0,1,7.5,1.0,6.5,1,1.0,0.0,1.0,1,9.0,6.0,3.0,1,victory
Kouzuki Oden vs Kaku,8.5,8.0,0.5,1,8.5,7.5,1.0,1,9.5,8.0,1.5,1,9.5,8.5,1.0,1,7.0,7.0,0.0,0,9.5,9.0,0.5,1,7.5,8.0,-0.5,0,9.0,3.0,6.0,1,7.5,3.0,4.5,1,1.0,0.0,1.0,1,9.0,8.5,0.5,1,victory
Kouzuki Oden vs Orlumbus,8.5,4.0,4.5,1,8.5,6.5,2.0,1,9.5,6.0,3.5,1,9.5,5.0,4.5,1,7.0,5.0,2.0,1,9.5,5.0,4.5,1,7.5,6.5,1.0,1,9.0,1.0,8.0,1,7.5,1.0,6.5,1,1.0,0.0,1.0,1,9.0,6.5,2.5,1,victory
Kouzuki Oden vs Emporio Ivankov,8.5,7.5,1.0,1,8.5,7.5,1.0,1,9.5,7.0,2.5,1,9.5,7.5,2.0,1,7.0,7.0,0.0,0,9.5,8.0,1.5,1,7.5,8.0,-0.5,0,9.0,6.0,3.0,1,7.5,6.0,1.5,1,1.0,0.0,1.0,1,9.0,8.5,0.5,1,victory
Kouzuki Oden vs Morgans,8.5,5.0,3.5,1,8.5,7.0,1.5,1,9.5,3.5,6.0,1,9.5,4.0,5.5,1,7.0,4.5,2.5,1,9.5,3.5,6.0,1,7.5,5.0,2.5,1,9.0,1.0,8.0,1,7.5,3.5,4.0,1,1.0,0.0,1.0,1,9.0,8.0,1.0,1,victory
Kouzuki Oden vs Bell-mère,8.5,5.0,3.5,1,8.5,5.5,3.0,1,9.5,4.5,5.0,1,9.5,4.5,5.0,1,7.0,4.5,2.5,1,9.5,5.0,4.5,1,7.5,4.0,3.5,1,9.0,1.0,8.0,1,7.5,1.0,6.5,1,1.0,0.0,1.0,1,9.0,6.0,3.0,1,victory
Kouzuki Oden vs Basil Hawkins,8.5,7.0,1.5,1,8.5,7.0,1.5,1,9.5,6.5,3.0,1,9.5,7.0,2.5,1,7.0,7.5,-0.5,0,9.5,6.5,3.0,1,7.5,8.0,-0.5,0,9.0,7.0,2.0,1,7.5,7.0,0.5,1,1.0,0.0,1.0,1,9.0,7.5,1.5,1,victory
Kouzuki Oden vs Denjiro,8.5,7.5,1.0,1,8.5,8.0,0.5,1,9.5,8.0,1.5,1,9.5,8.5,1.0,1,7.0,7.0,0.0,0,9.5,8.5,1.0,1,7.5,8.5,-1.0,0,9.0,8.0,1.0,1,7.5,7.0,0.5,1,1.0,0.0,1.0,1,9.0,9.0,0.0,0,victory
Kouzuki Oden vs Gin,8.5,6.0,2.5,1,8.5,6.5,2.0,1,9.5,6.5,3.0,1,9.5,7.0,2.5,1,7.0,5.5,1.5,1,9.5,7.0,2.5,1,7.5,6.5,1.0,1,9.0,1.0,8.0,1,7.5,1.0,6.5,1,1.0,0.0,1.0,1,9.0,6.5,2.5,1,victory
Kouzuki Oden vs Jewelry Bonney,8.5,6.0,2.5,1,8.5,6.5,2.0,1,9.5,5.5,4.0,1,9.5,6.5,3.0,1,7.0,6.0,1.0,1,9.5,5.5,4.0,1,7.5,7.0,0.5,1,9.0,1.0,8.0,1,7.5,1.0,6.5,1,1.0,0.0,1.0,1,9.0,7.0,2.0,1,victory
Kouzuki Oden vs Charlotte Linlin,8.5,8.0,0.5,1,8.5,9.0,-0.5,0,9.5,10.0,-0.5,0,9.5,10.0,-0.5,0,7.0,9.0,-2.0,0,9.5,9.5,0.0,0,7.5,7.5,0.0,0,9.0,9.5,-0.5,0,7.5,7.5,0.0,0,1.0,1.0,0.0,0,9.0,9.5,-0.5,0,loss
Kouzuki Oden vs Marguerite,8.5,6.5,2.0,1,8.5,6.5,2.0,1,9.5,4.5,5.0,1,9.5,6.5,3.0,1,7.0,5.0,2.0,1,9.5,7.0,2.5,1,7.5,6.0,1.5,1,9.0,6.0,3.0,1,7.5,5.0,2.5,1,1.0,0.0,1.0,1,9.0,6.5,2.5,1,victory
Kouzuki Oden vs Wyper,8.5,6.5,2.0,1,8.5,7.5,1.0,1,9.5,7.0,2.5,1,9.5,8.0,1.5,1,7.0,5.5,1.5,1,9.5,7.0,2.5,1,7.5,7.0,0.5,1,9.0,0.0,9.0,1,7.5,0.0,7.5,1,1.0,0.0,1.0,1,9.0,7.0,2.0,1,victory
Kouzuki Oden vs Animal Species/Arabasta Saga,8.5,6.0,2.5,1,8.5,7.0,1.5,1,9.5,6.5,3.0,1,9.5,7.0,2.5,1,7.0,6.0,1.0,1,9.5,7.0,2.5,1,7.5,6.5,1.0,1,9.0,1.0,8.0,1,7.5,1.0,6.5,1,1.0,0.0,1.0,1,9.0,6.5,2.5,1,victory
Kouzuki Oden vs Charlotte Mont-d'Or,8.5,6.0,2.5,1,8.5,6.5,2.0,1,9.5,6.5,3.0,1,9.5,7.0,2.5,1,7.0,6.5,0.5,1,9.5,7.0,2.5,1,7.5,7.0,0.5,1,9.0,7.0,2.0,1,7.5,6.0,1.5,1,1.0,0.0,1.0,1,9.0,7.5,1.5,1,victory
Kouzuki Oden vs Caesar Clown,8.5,5.5,3.0,1,8.5,5.0,3.5,1,9.5,4.0,5.5,1,9.5,7.0,2.5,1,7.0,5.0,2.0,1,9.5,4.5,5.0,1,7.5,6.0,1.5,1,9.0,1.0,8.0,1,7.5,1.0,6.5,1,1.0,0.0,1.0,1,9.0,7.0,2.0,1,victory
Kouzuki Oden vs Kin'emon,8.5,6.5,2.0,1,8.5,6.5,2.0,1,9.5,6.5,3.0,1,9.5,7.0,2.5,1,7.0,6.0,1.0,1,9.5,7.5,2.0,1,7.5,7.5,0.0,0,9.0,6.5,2.5,1,7.5,5.0,2.5,1,1.0,0.0,1.0,1,9.0,7.5,1.5,1,victory
Kouzuki Oden vs Zeff,8.5,6.5,2.0,1,8.5,6.5,2.0,1,9.5,6.5,3.0,1,9.5,6.0,3.5,1,7.0,6.0,1.0,1,9.5,7.5,2.0,1,7.5,7.5,0.0,0,9.0,4.5,4.5,1,7.5,4.5,3.0,1,1.0,0.0,1.0,1,9.0,9.0,0.0,0,victory
Kouzuki Oden vs Vista,8.5,8.5,0.0,0,8.5,8.0,0.5,1,9.5,8.0,1.5,1,9.5,8.0,1.5,1,7.0,7.5,-0.5,0,9.5,9.0,0.5,1,7.5,8.0,-0.5,0,9.0,8.0,1.0,1,7.5,7.0,0.5,1,1.0,0.0,1.0,1,9.0,9.0,0.0,0,victory
Kouzuki Oden vs Charlotte Perospero,8.5,6.5,2.0,1,8.5,7.0,1.5,1,9.5,7.0,2.5,1,9.5,8.0,1.5,1,7.0,7.0,0.0,0,9.5,7.0,2.5,1,7.5,7.5,0.0,0,9.0,7.0,2.0,1,7.5,6.0,1.5,1,1.0,0.0,1.0,1,9.0,8.0,1.0,1,victory
Kouzuki Oden vs Kawamatsu,8.5,7.0,1.5,1,8.5,8.5,0.0,0,9.5,7.5,2.0,1,9.5,8.0,1.5,1,7.0,7.0,0.0,0,9.5,8.5,1.0,1,7.5,7.5,0.0,0,9.0,6.5,2.5,1,7.5,6.0,1.5,1,1.0,0.0,1.0,1,9.0,8.5,0.5,1,victory
Kouzuki Oden vs Pandaman,8.5,5.0,3.5,1,8.5,6.5,2.0,1,9.5,3.5,6.0,1,9.5,3.0,6.5,1,7.0,3.5,3.5,1,9.5,2.5,7.0,1,7.5,2.5,5.0,1,9.0,1.0,8.0,1,7.5,5.0,2.5,1,1.0,0.0,1.0,1,9.0,8.5,0.5,1,victory
Kouzuki Oden vs Bartholomew Kuma,8.5,9.0,-0.5,0,8.5,9.5,-1.0,0,9.5,9.5,0.0,0,9.5,9.5,0.0,0,7.0,8.5,-1.5,0,9.5,8.0,1.5,1,7.5,9.0,-1.5,0,9.0,8.0,1.0,1,7.5,8.0,-0.5,0,1.0,0.0,1.0,1,9.0,9.5,-0.5,0,loss
Kouzuki Oden vs Charlotte Cracker,8.5,7.5,1.0,1,8.5,8.0,0.5,1,9.5,8.5,1.0,1,9.5,9.0,0.5,1,7.0,9.0,-2.0,0,9.5,8.0,1.5,1,7.5,8.5,-1.0,0,9.0,8.5,0.5,1,7.5,7.5,0.0,0,1.0,0.0,1.0,1,9.0,8.5,0.5,1,victory
Kouzuki Oden vs Chouchou,8.5,3.0,5.5,1,8.5,3.5,5.0,1,9.5,1.5,8.0,1,9.5,1.5,8.0,1,7.0,2.0,5.0,1,9.5,1.5,8.0,1,7.5,2.0,5.5,1,9.0,1.0,8.0,1,7.5,1.0,6.5,1,1.0,0.0,1.0,1,9.0,2.0,7.0,1,victory
Perona vs Brook,4.5,7.5,-3.0,0,4.0,8.0,-4.0,0,1.5,6.0,-4.5,0,6.5,7.0,-0.5,0,5.5,5.0,0.5,1,3.0,7.5,-4.5,0,5.0,7.0,-2.0,0,1.0,2.0,-1.0,0,1.0,2.5,-1.5,0,0.0,0.0,0.0,0,4.5,8.5,-4.0,0,loss
Perona vs Smoker,4.5,7.0,-2.5,0,4.0,7.0,-3.0,0,1.5,7.0,-5.5,0,6.5,7.0,-0.5,0,5.5,6.5,-1.0,0,3.0,7.5,-4.5,0,5.0,7.5,-2.5,0,1.0,6.5,-5.5,0,1.0,7.0,-6.0,0,0.0,0.0,0.0,0,4.5,8.5,-4.0,0,loss
Perona vs Franky,4.5,6.5,-2.0,0,4.0,7.5,-3.5,0,1.5,8.0,-6.5,0,6.5,8.0,-1.5,0,5.5,7.5,-2.0,0,3.0,7.5,-4.5,0,5.0,7.5,-2.5,0,1.0,2.0,-1.0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,4.5,8.0,-3.5,0,loss
Perona vs Gol D. Roger,4.5,10.0,-5.5,0,4.0,10.0,-6.0,0,1.5,10.0,-8.5,0,6.5,10.0,-3.5,0,5.5,8.5,-3.0,0,3.0,10.0,-7.0,0,5.0,10.0,-5.0,0,1.0,10.0,-9.0,0,1.0,9.5,-8.5,0,0.0,1.0,-1.0,0,4.5,10.0,-5.5,0,loss
Perona vs Dracule Mihawk,4.5,10.0,-5.5,0,4.0,9.5,-5.5,0,1.5,10.0,-8.5,0,6.5,10.0,-3.5,0,5.5,9.0,-3.5,0,3.0,10.0,-7.0,0,5.0,10.0,-5.0,0,1.0,9.5,-8.5,0,1.0,9.5,-8.5,0,0.0,0.0,0.0,0,4.5,10.0,-5.5,0,loss
Perona vs Edward Newgate,4.5,7.5,-3.0,0,4.0,8.5,-4.5,0,1.5,10.0,-8.5,0,6.5,10.0,-3.5,0,5.5,9.0,-3.5,0,3.0,10.0,-7.0,0,5.0,9.0,-4.0,0,1.0,10.0,-9.0,0,1.0,8.0,-7.0,0,0.0,1.0,-1.0,0,4.5,10.0,-5.5,0,loss
Perona vs Going Merry,4.5,3.5,1.0,1,4.0,6.5,-2.5,0,1.5,3.0,-1.5,0,6.5,1.5,5.0,1,5.5,3.5,2.0,1,3.0,1.5,1.5,1,5.0,3.5,1.5,1,1.0,1.0,0.0,0,1.0,1.5,-0.5,0,0.0,0.0,0.0,0,4.5,7.5,-3.0,0,victory
Perona vs Silvers Rayleigh,4.5,10.0,-5.5,0,4.0,8.5,-4.5,0,1.5,9.5,-8.0,0,6.5,9.5,-3.0,0,5.5,9.0,-3.5,0,3.0,10.0,-7.0,0,5.0,10.0,-5.0,0,1.0,10.0,-9.0,0,1.0,10.0,-9.0,0,0.0,1.0,-1.0,0,4.5,10.0,-5.5,0,loss
Perona vs Buggy,4.5,5.0,-0.5,0,4.0,6.0,-2.0,0,1.5,3.5,-2.0,0,6.5,5.5,1.0,1,5.5,6.5,-1.0,0,3.0,4.5,-1.5,0,5.0,6.5,-1.5,0,1.0,1.0,0.0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,4.5,7.5,-3.0,0,loss
Perona vs Enel,4.5,9.0,-4.5,0,4.0,8.0,-4.0,0,1.5,7.0,-5.5,0,6.5,9.5,-3.0,0,5.5,6.5,-1.0,0,3.0,7.0,-4.0,0,5.0,7.0,-2.0,0,1.0,1.0,0.0,0,1.0,10.0,-9.0,0,0.0,0.0,0.0,0,4.5,6.0,-1.5,0,loss
Perona vs Kuzan,4.5,8.5,-4.0,0,4.0,9.5,-5.5,0,1.5,9.0,-7.5,0,6.5,9.5,-3.0,0,5.5,8.5,-3.0,0,3.0,9.5,-6.5,0,5.0,9.5,-4.5,0,1.0,8.5,-7.5,0,1.0,8.5,-7.5,0,0.0,0.0,0.0,0,4.5,9.5,-5.0,0,loss
Perona vs Woop Slap,4.5,1.5,3.0,1,4.0,2.5,1.5,1,1.5,1.0,0.5,1,6.5,1.0,5.5,1,5.5,1.0,4.5,1,3.0,1.0,2.0,1,5.0,1.0,4.0,1,1.0,1.0,0.0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,4.5,4.0,0.5,1,victory
Perona vs Tashigi,4.5,6.0,-1.5,0,4.0,5.5,-1.5,0,1.5,4.0,-2.5,0,6.5,5.0,1.5,1,5.5,4.5,1.0,1,3.0,6.5,-3.5,0,5.0,6.0,-1.0,0,1.0,5.0,-4.0,0,1.0,4.0,-3.0,0,0.0,0.0,0.0,0,4.5,6.0,-1.5,0,loss
Perona vs Vinsmoke Reiju,4.5,7.0,-2.5,0,4.0,6.5,-2.5,0,1.5,6.5,-5.0,0,6.5,7.0,-0.5,0,5.5,6.5,-1.0,0,3.0,7.5,-4.5,0,5.0,7.5,-2.5,0,1.0,3.0,-2.0,0,1.0,3.0,-2.0,0,0.0,0.0,0.0,0,4.5,7.0,-2.5,0,loss
Perona vs Bartolomeo,4.5,5.5,-1.0,0,4.0,7.0,-3.0,0,1.5,6.0,-4.5,0,6.5,7.0,-0.5,0,5.5,9.5,-4.0,0,3.0,6.0,-3.0,0,5.0,6.5,-1.5,0,1.0,2.0,-1.0,0,1.0,2.0,-1.0,0,0.0,0.0,0.0,0,4.5,6.0,-1.5,0,loss
Perona vs X Drake,4.5,7.5,-3.0,0,4.0,7.0,-3.0,0,1.5,7.5,-6.0,0,6.5,8.0,-1.5,0,5.5,7.0,-1.5,0,3.0,8.0,-5.0,0,5.0,7.5,-2.5,0,1.0,7.0,-6.0,0,1.0,6.5,-5.5,0,0.0,0.0,0.0,0,4.5,8.0,-3.5,0,loss
Perona vs Koby,4.5,7.0,-2.5,0,4.0,7.5,-3.5,0,1.5,6.0,-4.5,0,6.5,6.5,0.0,0,5.5,5.0,0.5,1,3.0,6.5,-3.5,0,5.0,7.0,-2.0,0,1.0,7.0,-6.0,0,1.0,8.5,-7.5,0,0.0,0.0,0.0,0,4.5,6.0,-1.5,0,loss
Perona vs Rob Lucci,4.5,8.5,-4.0,0,4.0,9.0,-5.0,0,1.5,9.0,-7.5,0,6.5,9.0,-2.5,0,5.5,7.5,-2.0,0,3.0,9.5,-6.5,0,5.0,8.5,-3.5,0,1.0,7.5,-6.5,0,1.0,7.5,-6.5,0,0.0,0.0,0.0,0,4.5,8.5,-4.0,0,loss
Perona vs Monkey D. Garp,4.5,10.0,-5.5,0,4.0,9.5,-5.5,0,1.5,10.0,-8.5,0,6.5,10.0,-3.5,0,5.5,8.5,-3.0,0,3.0,10.0,-7.0,0,5.0,9.5,-4.5,0,1.0,10.0,-9.0,0,1.0,9.0,-8.0,0,0.0,1.0,-1.0,0,4.5,10.0,-5.5,0,loss
Perona vs Charlotte Pudding,4.5,5.0,-0.5,0,4.0,5.0,-1.0,0,1.5,3.5,-2.0,0,6.5,5.0,1.5,1,5.5,4.0,1.5,1,3.0,4.5,-1.5,0,5.0,6.5,-1.5,0,1.0,1.0,0.0,0,1.0,2.5,-1.5,0,0.0,0.0,0.0,0,4.5,6.0,-1.5,0,loss
Perona vs Marshall D. Teach,4.5,7.0,-2.5,0,4.0,8.0,-4.0,0,1.5,9.0,-7.5,0,6.5,9.5,-3.0,0,5.5,7.5,-2.0,0,3.0,8.0,-5.0,0,5.0,8.5,-3.5,0,1.0,8.0,-7.0,0,1.0,7.0,-6.0,0,0.0,0.0,0.0,0,4.5,8.5,-4.0,0,loss
Perona vs Kikuhime,4.5,7.0,-2.5,0,4.0,7.0,-3.0,0,1.5,6.0,-4.5,0,6.5,7.0,-0.5,0,5.5,6.0,-0.5,0,3.0,8.0,-5.0,0,5.0,7.0,-2.0,0,1.0,6.0,-5.0,0,1.0,6.0,-5.0,0,0.0,0.0,0.0,0,4.5,7.0,-2.5,0,loss
Perona vs Izou,4.5,7.5,-3.0,0,4.0,7.5,-3.5,0,1.5,6.5,-5.0,0,6.5,7.5,-1.0,0,5.5,5.5,0.0,0,3.0,8.0,-5.0,0,5.0,8.0,-3.0,0,1.0,6.0,-5.0,0,1.0,6.0,-5.0,0,0.0,0.0,0.0,0,4.5,8.5,-4.0,0,loss
Perona vs Kouzuki Hiyori,4.5,4.0,0.5,1,4.0,5.0,-1.0,0,1.5,2.5,-1.0,0,6.5,3.0,3.5,1,5.5,4.0,1.5,1,3.0,2.5,0.5,1,5.0,3.5,1.5,1,1.0,1.0,0.0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,4.5,6.0,-1.5,0,draw
Perona vs Shirahoshi,4.5,2.5,2.0,1,4.0,2.5,1.5,1,1.5,1.0,0.5,1,6.5,4.5,2.0,1,5.5,1.0,4.5,1,3.0,1.0,2.0,1,5.0,1.5,3.5,1,1.0,1.0,0.0,0,1.0,5.5,-4.5,0,0.0,0.0,0.0,0,4.5,1.5,3.0,1,victory
Perona vs Pell,4.5,6.5,-2.0,0,4.0,6.5,-2.5,0,1.5,6.5,-5.0,0,6.5,6.0,0.5,1,5.5,5.0,0.5,1,3.0,6.5,-3.5,0,5.0,6.5,-1.5,0,1.0,1.5,-0.5,0,1.0,1.5,-0.5,0,0.0,0.0,0.0,0,4.5,6.5,-2.0,0,loss
Perona vs Issho,4.5,8.5,-4.0,0,4.0,9.0,-5.0,0,1.5,9.0,-7.5,0,6.5,9.0,-2.5,0,5.5,8.5,-3.0,0,3.0,9.0,-6.0,0,5.0,9.0,-4.0,0,1.0,9.0,-8.0,0,1.0,10.0,-9.0,0,0.0,0.0,0.0,0,4.5,9.5,-5.0,0,loss
Perona vs Sakazuki,4.5,8.5,-4.0,0,4.0,9.5,-5.5,0,1.5,9.5,-8.0,0,6.5,10.0,-3.5,0,5.5,8.5,-3.0,0,3.0,9.5,-6.5,0,5.0,9.0,-4.0,0,1.0,9.5,-8.5,0,1.0,8.5,-7.5,0,0.0,0.0,0.0,0,4.5,9.5,-5.0,0,loss
Perona vs Kurozumi Tama,4.5,3.0,1.5,1,4.0,4.0,0.0,0,1.5,2.0,-0.5,0,6.5,3.5,3.0,1,5.5,2.5,3.0,1,3.0,1.5,1.5,1,5.0,4.0,1.0,1,1.0,1.0,0.0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,4.5,3.0,1.5,1,victory
Perona vs Killer,4.5,7.5,-3.0,0,4.0,7.0,-3.0,0,1.5,7.0,-5.5,0,6.5,8.0,-1.5,0,5.5,6.0,-0.5,0,3.0,8.0,-5.0,0,5.0,8.0,-3.0,0,1.0,7.0,-6.0,0,1.0,6.0,-5.0,0,0.0,0.0,0.0,0,4.5,8.0,-3.5,0,loss
Perona vs Ulti,4.5,7.5,-3.0,0,4.0,7.5,-3.5,0,1.5,8.0,-6.5,0,6.5,7.5,-1.0,0,5.5,7.5,-2.0,0,3.0,7.5,-4.5,0,5.0,6.5,-1.5,0,1.0,7.0,-6.0,0,1.0,5.5,-4.5,0,0.0,0.0,0.0,0,4.5,6.5,-2.0,0,loss
Perona vs Benn Beckman,4.5,9.0,-4.5,0,4.0,9.0,-5.0,0,1.5,8.5,-7.0,0,6.5,9.0,-2.5,0,5.5,7.5,-2.0,0,3.0,9.0,-6.0,0,5.0,9.5,-4.5,0,1.0,9.0,-8.0,0,1.0,9.0,-8.0,0,0.0,0.0,0.0,0,4.5,10.0,-5.5,0,loss
Perona vs Koala,4.5,7.0,-2.5,0,4.0,6.5,-2.5,0,1.5,6.0,-4.5,0,6.5,6.5,0.0,0,5.5,5.5,0.0,0,3.0,7.5,-4.5,0,5.0,7.0,-2.0,0,1.0,5.0,-4.0,0,1.0,5.0,-4.0,0,0.0,0.0,0.0,0,4.5,7.0,-2.5,0,loss
Perona vs Borsalino,4.5,10.0,-5.5,0,4.0,8.0,-4.0,0,1.5,8.0,-6.5,0,6.5,9.5,-3.0,0,5.5,7.5,-2.0,0,3.0,9.0,-6.0,0,5.0,8.5,-3.5,0,1.0,9.0,-8.0,0,1.0,9.0,-8.0,0,0.0,0.0,0.0,0,4.5,9.5,-5.0,0,loss
Perona vs Gaimon,4.5,1.5,3.0,1,4.0,3.5,0.5,1,1.5,1.0,0.5,1,6.5,1.0,5.5,1,5.5,1.5,4.0,1,3.0,1.0,2.0,1,5.0,1.5,3.5,1,1.0,1.0,0.0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,4.5,5.5,-1.0,0,victory
Perona vs Pedro,4.5,7.5,-3.0,0,4.0,7.0,-3.0,0,1.5,7.5,-6.0,0,6.5,7.5,-1.0,0,5.5,6.5,-1.0,0,3.0,8.0,-5.0,0,5.0,8.0,-3.0,0,1.0,6.5,-5.5,0,1.0,7.5,-6.5,0,0.0,0.0,0.0,0,4.5,8.0,-3.5,0,loss
Perona vs Monkey D. Dragon,4.5,8.5,-4.0,0,4.0,9.0,-5.0,0,1.5,8.5,-7.0,0,6.5,9.0,-2.5,0,5.5,8.5,-3.0,0,3.0,9.0,-6.0,0,5.0,9.5,-4.5,0,1.0,9.0,-8.0,0,1.0,8.0,-7.0,0,0.0,0.0,0.0,0,4.5,10.0,-5.5,0,loss
Perona vs Thousand Sunny,4.5,5.0,-0.5,0,4.0,7.0,-3.0,0,1.5,7.5,-6.0,0,6.5,7.0,-0.5,0,5.5,7.5,-2.0,0,3.0,6.0,-3.0,0,5.0,4.0,1.0,1,1.0,1.0,0.0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,4.5,6.5,-2.0,0,loss
Perona vs Bepo,4.5,6.0,-1.5,0,4.0,6.0,-2.0,0,1.5,6.0,-4.5,0,6.5,6.0,0.5,1,5.5,5.5,0.0,0,3.0,6.5,-3.5,0,5.0,6.0,-1.0,0,1.0,3.0,-2.0,0,1.0,3.0,-2.0,0,0.0,0.0,0.0,0,4.5,6.5,-2.0,0,loss
